account_id,loan_amount,outstanding_amount,days_past_due,customer_location,customer_income_band,previous_payment_history,num_contact_attempts,last_contact_channel,last_contact_outcome,assigned_channel,recovery_amount
A1353,36655,36160,120,Tier 1,High,Poor,7,Legal,Paid,Call,0
A1354,100031,99017,21,Tier 1,Low,Poor,1,Call,No Response,Call,0
A1355,117922,74778,30,Tier 1,Medium,Poor,6,Legal,Refused,Call,0
A1356,154046,80179,136,Tier 3,Low,Poor,1,Call,No Response,Call,0
A1357,174475,148745,294,Tier 2,Medium,Good,1,Legal,Promised,Legal,84085
A1358,62097,45050,130,Tier 3,Low,Average,1,Field,No Response,Legal,0
A1359,172038,94685,133,Tier 1,Low,Average,6,Field,Refused,Call,0
A1360,154862,132215,42,Tier 2,Medium,Average,4,Call,Refused,Legal,0
A1361,148834,76736,179,Tier 2,Medium,Poor,4,Field,Paid,Call,0
A1362,123848,115810,86,Tier 1,Medium,Average,5,Field,No Response,Call,45839
A1363,82921,47209,72,Tier 2,Medium,Average,5,Field,No Response,Field,0
A1364,156141,88009,279,Tier 2,Medium,Average,3,Field,No Response,Call,0
A1365,52677,30965,225,Tier 3,Medium,Poor,1,Call,No Response,Call,0
A1366,85609,83908,199,Tier 1,Medium,Good,7,Call,No Response,Legal,24495
A1367,61024,51661,84,Tier 3,Medium,Poor,1,None,Promised,Field,33240
A1368,100313,90350,183,Tier 3,Medium,Good,6,None,Paid,Field,0
A1369,157813,110282,76,Tier 2,High,Good,2,Call,No Response,Legal,0
A1370,125285,83709,102,Tier 2,Medium,Average,2,Field,Refused,Legal,0
A1371,176410,108887,62,Tier 1,Medium,Poor,1,Call,Paid,Call,0
A1372,143632,106334,103,Tier 2,Medium,Poor,2,Legal,No Response,Call,0
A1373,180580,140114,122,Tier 2,Medium,Poor,2,Call,Promised,Call,0
A1374,33051,26965,238,Tier 2,Medium,Average,1,None,Promised,Call,16753
A1375,144692,90947,259,Tier 1,Medium,Average,4,Field,Refused,Legal,0
A1376,117235,114225,218,Tier 3,Medium,Average,4,Call,No Response,Legal,0
A1377,193165,112978,191,Tier 2,High,Poor,7,Legal,No Response,Call,0
A1378,103523,101745,276,Tier 3,Medium,Good,5,Field,No Response,Legal,0
A1379,124476,63162,290,Tier 2,Low,Average,4,Field,Promised,Call,0
A1380,47019,34820,164,Tier 3,High,Average,1,Call,No Response,Field,0
A1381,113613,75743,92,Tier 2,High,Good,7,Call,No Response,Call,53636
A1382,116672,84536,195,Tier 2,Low,Average,2,None,Refused,Call,0
A1383,103847,81554,148,Tier 1,Low,Average,1,Field,No Response,Field,0
A1384,112750,80931,64,Tier 1,Medium,Poor,3,Call,Refused,Field,0
A1385,58251,41208,28,Tier 2,Low,Poor,7,Call,Refused,Call,0
A1386,133481,115642,276,Tier 3,Medium,Average,2,Field,Refused,Legal,91324
A1387,142566,120174,151,Tier 2,High,Poor,1,Call,No Response,Legal,0
A1388,55945,51281,173,Tier 1,Low,Good,7,Call,Promised,Call,0
A1389,120852,75530,261,Tier 1,Low,Poor,5,Call,Refused,Field,20186
A1390,62217,50070,241,Tier 2,Medium,Average,5,Field,Paid,Call,0
A1391,38308,30362,69,Tier 2,Low,Poor,2,Call,Promised,Call,0
A1392,35949,24620,31,Tier 3,High,Poor,4,Call,Paid,Legal,8832
A1393,162222,120535,135,Tier 2,Low,Good,5,Call,Paid,Call,48969
A1394,130235,85550,112,Tier 1,Medium,Poor,6,Field,No Response,Legal,0
A1395,104740,59798,230,Tier 2,Low,Good,3,Legal,Refused,Call,0
A1396,146352,88821,119,Tier 3,Medium,Poor,6,Legal,Paid,Call,0
A1397,96617,53405,67,Tier 2,Medium,Good,6,Field,Refused,Legal,0
A1398,46896,39464,74,Tier 1,High,Poor,7,Legal,Promised,Call,0
A1399,160798,133520,67,Tier 1,Medium,Good,6,Field,No Response,Field,69780
A1400,168877,164706,167,Tier 3,High,Average,2,Call,Refused,Field,0
A1401,35237,30474,85,Tier 1,Medium,Poor,3,Call,No Response,Call,0
A1402,50056,26330,28,Tier 1,High,Poor,2,Call,Paid,Field,0
A1403,144548,136181,199,Tier 1,Low,Poor,4,Call,Paid,Call,0
A1404,141488,131773,259,Tier 3,Medium,Poor,1,Field,Refused,Field,0
A1405,164415,118651,88,Tier 1,Medium,Average,6,None,Paid,Field,0
A1406,174572,138423,93,Tier 3,Low,Poor,2,Call,Promised,Call,0
A1407,59375,58664,181,Tier 2,Medium,Poor,1,Field,No Response,Field,0
A1408,170734,130808,221,Tier 2,Medium,Average,2,Call,Refused,Legal,0
A1409,46964,44740,158,Tier 3,Medium,Poor,7,Field,No Response,Field,0
A1410,143429,77669,19,Tier 2,Low,Poor,4,Call,No Response,Call,0
A1411,97215,57894,39,Tier 2,Low,Poor,3,Call,No Response,Field,0
A1412,99042,71347,289,Tier 1,Low,Good,1,Call,Refused,Field,16548
A1413,174356,138155,64,Tier 2,High,Poor,3,Legal,Promised,Field,50489
A1414,123468,112123,136,Tier 3,Medium,Poor,2,Call,Paid,Field,0
A1415,39435,39203,189,Tier 3,Medium,Average,7,Field,Paid,Field,0
A1416,108832,75575,241,Tier 2,Medium,Poor,6,None,Promised,Field,0
A1417,81293,42573,102,Tier 3,Low,Average,2,Field,Paid,Legal,0
A1418,108781,97966,17,Tier 3,Low,Average,4,Call,No Response,Field,0
A1419,190196,152573,256,Tier 3,Medium,Good,2,Call,Refused,Call,0
A1420,73919,44297,205,Tier 2,Medium,Good,4,Field,No Response,Call,0
A1421,196319,146731,172,Tier 2,High,Average,2,Call,Promised,Call,0
A1422,151172,131694,49,Tier 3,High,Average,6,Field,No Response,Call,89089
A1423,124758,110436,263,Tier 2,High,Average,3,Field,No Response,Call,0
A1424,86573,64913,94,Tier 3,Low,Average,2,Field,Refused,Legal,0
A1425,89101,58147,281,Tier 1,Low,Average,1,None,Refused,Field,0
A1426,56646,55902,87,Tier 1,Low,Poor,5,Legal,No Response,Call,0
A1427,134185,111599,222,Tier 1,Medium,Poor,1,Field,No Response,Call,0
A1428,53049,37352,264,Tier 1,Medium,Average,7,Field,No Response,Call,0
A1429,128116,82023,100,Tier 3,Medium,Poor,1,Field,Refused,Call,0
A1430,127379,110253,202,Tier 1,Medium,Poor,4,Legal,Paid,Field,0
A1431,98385,61106,262,Tier 2,Medium,Poor,2,Call,Promised,Field,0
A1432,156131,91470,287,Tier 1,Medium,Good,3,Field,Promised,Legal,0
A1433,53289,40761,152,Tier 1,Low,Good,7,Call,No Response,Call,0
A1434,140226,90444,253,Tier 1,Medium,Poor,2,Call,Paid,Call,20713
A1435,130793,106524,221,Tier 3,High,Good,5,None,Promised,Field,0
A1436,39823,22259,204,Tier 3,Medium,Good,2,Call,Promised,Legal,15374
A1437,71975,59557,279,Tier 2,Medium,Good,5,Call,No Response,Field,0
A1438,39540,25370,28,Tier 3,Medium,Average,5,Call,No Response,Call,7884
A1439,46364,23187,49,Tier 3,Low,Average,1,Call,No Response,Call,0
A1440,165683,93357,107,Tier 2,Low,Average,5,Call,No Response,Call,0
A1441,57663,55749,13,Tier 1,Low,Good,5,Call,Refused,Legal,21354
A1442,81991,76553,42,Tier 1,Medium,Good,6,Field,Promised,Field,0
A1443,134182,82764,174,Tier 1,Low,Average,7,Legal,No Response,Call,52211
A1444,192049,170767,36,Tier 1,High,Average,7,Call,No Response,Field,112494
A1445,124704,100297,182,Tier 1,High,Average,3,Legal,Paid,Call,32745
A1446,79115,77964,122,Tier 1,Low,Good,6,Call,Promised,Field,0
A1447,121007,83107,104,Tier 3,Low,Good,4,Call,Promised,Call,36835
A1448,179143,150610,242,Tier 3,Medium,Poor,2,None,No Response,Legal,0
A1449,41938,22301,143,Tier 1,High,Poor,3,Call,Promised,Legal,0
A1450,196267,137018,133,Tier 3,Medium,Good,4,Call,Promised,Legal,0
A1451,121680,119478,125,Tier 3,Medium,Average,1,Call,No Response,Call,0
A1452,34000,26162,22,Tier 1,High,Average,3,None,No Response,Legal,0
A1453,131042,84383,174,Tier 2,Medium,Good,3,Call,Paid,Call,0
A1454,123610,69238,217,Tier 1,Low,Poor,1,Call,Refused,Legal,0
A1455,133691,113873,94,Tier 1,High,Good,5,Field,Paid,Call,39301
A1456,68304,56175,257,Tier 2,Low,Good,1,Call,Paid,Call,28535
A1457,99449,68318,65,Tier 2,Low,Average,2,Call,Promised,Legal,0
A1458,112986,110214,181,Tier 1,Medium,Poor,1,Call,Paid,Call,0
A1459,181836,92936,150,Tier 2,Low,Poor,7,Field,Paid,Field,54966
A1460,138940,90569,141,Tier 3,High,Average,3,Field,No Response,Call,0
A1461,68494,65790,210,Tier 2,Medium,Average,7,Field,Refused,Field,0
A1462,33373,22041,298,Tier 2,High,Average,7,Call,No Response,Field,0
A1463,173233,108465,188,Tier 3,Low,Poor,1,Call,Promised,Field,0
A1464,127532,97831,38,Tier 2,Low,Good,2,Field,Refused,Call,0
A1465,122658,111851,45,Tier 1,Medium,Good,7,Call,Paid,Legal,0
A1466,153633,84739,118,Tier 3,High,Poor,5,Field,No Response,Call,0
A1467,130386,126671,155,Tier 3,Low,Poor,5,Field,Promised,Call,0
A1468,57350,51473,285,Tier 1,Medium,Average,4,None,Promised,Call,18635
A1469,123008,72651,155,Tier 2,Low,Average,6,Field,No Response,Legal,0
A1470,124297,106398,177,Tier 2,High,Poor,4,Legal,No Response,Call,0
A1471,55351,38329,266,Tier 1,High,Poor,2,Legal,No Response,Legal,0
A1472,118668,83203,284,Tier 1,Medium,Poor,4,None,Refused,Legal,0
A1473,144585,128918,96,Tier 1,Medium,Average,5,Field,Paid,Call,61531
A1474,176377,173095,163,Tier 3,Low,Poor,7,Call,Refused,Legal,0
A1475,105353,59348,294,Tier 1,Low,Good,7,Call,Paid,Call,0
A1476,95953,68156,107,Tier 1,Low,Average,6,Legal,No Response,Call,0
A1477,87458,64760,220,Tier 1,Low,Good,5,Field,Promised,Field,33770
A1478,50358,34654,57,Tier 3,Medium,Good,7,Call,Refused,Field,15642
A1479,33267,22674,283,Tier 3,Medium,Average,4,Field,No Response,Call,0
A1480,112745,59319,203,Tier 2,Low,Good,1,None,No Response,Field,0
A1481,119588,100785,261,Tier 1,High,Good,5,Call,Refused,Call,0
A1482,68513,49199,292,Tier 2,High,Good,7,Field,No Response,Call,0
A1483,187164,111811,271,Tier 3,Medium,Poor,4,Field,Refused,Field,56839
A1484,41338,37535,271,Tier 2,Medium,Good,4,Call,No Response,Field,0
A1485,161484,145542,40,Tier 2,Low,Good,7,Call,Paid,Call,41683
A1486,37543,27901,114,Tier 1,Medium,Average,7,Legal,No Response,Field,0
A1487,135891,88223,178,Tier 1,Medium,Poor,2,None,Refused,Call,0
A1488,194568,159360,245,Tier 1,High,Average,2,None,Promised,Field,0
A1489,90692,58412,283,Tier 3,Medium,Poor,5,Call,Refused,Call,0
A1490,74425,45994,239,Tier 2,Medium,Average,3,Call,Promised,Call,0
A1491,68756,59491,32,Tier 2,Low,Average,4,None,No Response,Legal,0
A1492,48888,25429,173,Tier 3,Medium,Poor,7,Legal,Paid,Field,5703
A1493,196807,107729,290,Tier 3,Low,Average,1,Legal,Promised,Call,0
A1494,77295,38909,16,Tier 1,High,Good,3,Call,Refused,Legal,0
A1495,144352,83214,219,Tier 1,Low,Average,4,Field,Paid,Call,19796
A1496,113042,60420,262,Tier 3,Medium,Poor,3,Legal,Promised,Call,0
A1497,115999,115755,142,Tier 3,Low,Poor,4,Field,No Response,Field,0
A1498,47955,30902,283,Tier 2,Medium,Good,4,Field,Refused,Call,0
A1499,67841,38983,115,Tier 3,Medium,Good,3,Legal,Promised,Legal,0
A1500,100640,62446,241,Tier 1,Medium,Poor,2,Legal,Promised,Call,48938
A1501,195983,189723,42,Tier 1,Low,Good,4,Call,Promised,Call,46360
A1502,168429,128019,88,Tier 2,Medium,Average,5,Call,Promised,Call,55254
A1503,193551,132080,44,Tier 3,Medium,Good,3,Legal,No Response,Legal,0
A1504,91476,85685,119,Tier 2,High,Good,6,Call,Refused,Legal,0
A1505,74811,52180,72,Tier 2,Low,Poor,2,None,No Response,Legal,35220
A1506,197280,131685,187,Tier 1,High,Poor,1,Legal,Promised,Call,93545
A1507,181222,109393,241,Tier 1,Medium,Average,7,Legal,No Response,Field,0
A1508,101180,69702,113,Tier 3,Low,Good,4,Call,Promised,Call,25168
A1509,142856,94048,44,Tier 1,Medium,Poor,6,Call,Paid,Call,54923
A1510,98450,82565,203,Tier 2,Medium,Average,4,Call,No Response,Call,0
A1511,182424,117625,183,Tier 3,Low,Average,6,Field,Promised,Field,74618
A1512,141888,111892,111,Tier 2,Medium,Average,5,Call,Promised,Call,0
A1513,140448,74851,94,Tier 3,Medium,Average,2,Call,Promised,Field,56103
A1514,44397,26444,210,Tier 2,Medium,Average,4,Call,Refused,Legal,0
A1515,161800,113859,182,Tier 2,Medium,Poor,7,Field,Promised,Call,0
A1516,149180,144477,38,Tier 1,Medium,Poor,6,Field,No Response,Call,105970
A1517,96234,66269,65,Tier 1,Medium,Average,2,Call,Promised,Call,30554
A1518,69954,58204,25,Tier 2,Low,Good,7,Call,Paid,Legal,0
A1519,109459,68690,149,Tier 1,Medium,Good,4,None,No Response,Field,36048
A1520,177851,100222,75,Tier 3,Low,Average,6,Call,Refused,Field,68206
A1521,185538,98199,156,Tier 2,Low,Poor,1,Call,Promised,Field,0
A1522,198011,129243,167,Tier 1,Medium,Good,6,Call,Refused,Field,0
A1523,196342,113648,78,Tier 1,Low,Good,5,Call,Paid,Field,0
A1524,89163,52339,32,Tier 1,Medium,Average,1,Call,Promised,Call,29270
A1525,81934,72133,199,Tier 2,Medium,Good,7,Field,Paid,Field,29836
A1526,193379,98220,257,Tier 3,Medium,Poor,1,None,No Response,Legal,0
A1527,84098,65504,154,Tier 2,Low,Average,6,Call,Refused,Field,0
A1528,35486,24475,186,Tier 1,Medium,Good,3,Legal,Promised,Legal,18851
A1529,169407,127610,204,Tier 1,Medium,Average,1,None,No Response,Call,101914
A1530,116900,91347,22,Tier 1,High,Poor,5,Call,Refused,Call,0
A1531,156020,102455,175,Tier 2,High,Poor,5,Call,Promised,Call,0
A1532,132795,85991,159,Tier 1,Medium,Poor,6,Call,Promised,Call,0
A1533,172202,149247,54,Tier 1,Medium,Good,4,Legal,Paid,Field,0
A1534,117508,109945,183,Tier 1,Medium,Good,6,Call,Promised,Legal,83538
A1535,148324,88444,176,Tier 2,Medium,Average,1,Call,No Response,Call,0
A1536,90566,49703,206,Tier 2,Medium,Average,7,Legal,Refused,Legal,0
A1537,57192,54269,215,Tier 3,Medium,Good,2,Field,No Response,Legal,0
A1538,31062,20965,91,Tier 2,Low,Poor,3,Call,Paid,Legal,0
A1539,114076,88484,77,Tier 2,Medium,Poor,6,Field,Paid,Call,0
A1540,119780,81423,106,Tier 1,High,Average,3,Field,No Response,Call,33173
A1541,182617,102795,176,Tier 1,Low,Good,3,Field,Refused,Call,0
A1542,51689,41075,86,Tier 2,Medium,Good,5,Call,No Response,Call,14187
A1543,41174,31398,246,Tier 1,Medium,Average,5,Field,Promised,Call,0
A1544,118461,71253,205,Tier 1,Medium,Poor,4,Call,Paid,Legal,0
A1545,156174,113372,145,Tier 1,Medium,Poor,1,None,Refused,Field,0
A1546,133033,119526,45,Tier 1,High,Average,5,Call,Paid,Call,0
A1547,39348,31290,257,Tier 1,Medium,Average,3,Call,Promised,Legal,0
A1548,184786,101347,263,Tier 3,Medium,Average,5,Call,No Response,Call,0
A1549,68102,52711,223,Tier 1,Medium,Good,6,None,Promised,Legal,0
A1550,104460,88934,261,Tier 1,High,Average,1,Field,Promised,Call,44100
A1551,132634,118886,79,Tier 1,Medium,Poor,5,Call,Paid,Field,79758
A1552,119930,97690,243,Tier 2,Medium,Average,6,None,Refused,Field,0
A1553,36801,21209,25,Tier 2,High,Good,1,None,Paid,Field,0
A1554,133150,113854,183,Tier 1,Low,Average,4,Call,Refused,Field,0
A1555,184697,154900,196,Tier 3,Medium,Poor,5,Field,Promised,Call,0
A1556,31542,16156,234,Tier 1,Medium,Average,1,None,Refused,Call,5849
A1557,51677,36477,283,Tier 2,Medium,Poor,6,Call,Refused,Legal,0
A1558,69081,46040,21,Tier 2,Medium,Good,6,Call,No Response,Call,20439
A1559,123105,102756,228,Tier 3,Low,Average,1,Legal,Refused,Legal,0
A1560,49065,29834,10,Tier 2,Medium,Poor,6,Field,Promised,Field,0
A1561,118092,93934,120,Tier 1,Medium,Average,7,Call,Promised,Field,0
A1562,84693,81017,286,Tier 2,Low,Poor,2,Call,No Response,Legal,0
A1563,56962,51203,138,Tier 1,Medium,Good,4,Legal,Refused,Field,14892
A1564,58295,56005,102,Tier 3,Low,Good,5,Call,No Response,Field,0
A1565,43807,43336,48,Tier 1,High,Good,2,None,Paid,Legal,26909
A1566,187504,94752,168,Tier 2,Low,Poor,5,Call,Promised,Call,0
A1567,198152,160774,195,Tier 1,Low,Poor,3,Field,Refused,Legal,0
A1568,162396,114719,265,Tier 1,Low,Good,3,Field,Promised,Call,0
A1569,121267,112769,248,Tier 2,Low,Average,1,Call,Promised,Field,0
A1570,196981,123291,113,Tier 2,Medium,Good,2,Call,Promised,Legal,0
A1571,49870,49396,38,Tier 1,High,Average,7,Call,Promised,Field,31734
A1572,195650,157860,98,Tier 1,Medium,Average,1,Field,Promised,Call,0
A1573,56790,50927,60,Tier 2,Low,Good,1,Call,Refused,Call,25328
A1574,148874,80808,156,Tier 1,Medium,Average,7,Call,Refused,Call,0
A1575,55289,32716,45,Tier 2,Medium,Poor,1,Call,No Response,Field,0
A1576,45485,39990,293,Tier 2,Medium,Average,3,Call,No Response,Field,0
A1577,74482,38059,110,Tier 2,Medium,Poor,7,Field,No Response,Field,0
A1578,116188,105549,116,Tier 1,Medium,Average,6,Call,Paid,Legal,0
A1579,34748,17616,114,Tier 3,Medium,Good,1,Call,No Response,Call,0
A1580,170507,141275,230,Tier 1,Medium,Average,7,Call,Refused,Call,0
A1581,33709,23007,85,Tier 1,Medium,Average,7,Field,Promised,Call,14780
A1582,153961,124053,236,Tier 2,Low,Average,6,Call,Refused,Call,0
A1583,60355,51181,93,Tier 1,High,Good,7,Call,Refused,Call,0
A1584,174188,116921,85,Tier 1,Low,Good,6,Legal,Paid,Call,0
A1585,186542,103340,258,Tier 3,Medium,Poor,7,Legal,Refused,Field,0
A1586,72918,38998,264,Tier 3,High,Good,1,Call,No Response,Call,0
A1587,82224,65324,59,Tier 2,Low,Poor,1,Call,No Response,Call,38322
A1588,69298,52689,219,Tier 1,Low,Average,1,Legal,Promised,Field,0
A1589,110219,96011,167,Tier 1,Medium,Poor,2,None,No Response,Legal,0
A1590,91629,69167,242,Tier 2,Low,Poor,5,Call,Refused,Field,0
A1591,96040,68305,86,Tier 2,Medium,Poor,2,Legal,Paid,Call,51751
A1592,58016,40555,232,Tier 1,High,Average,4,Call,No Response,Call,0
A1593,53960,27693,130,Tier 3,Medium,Average,6,Call,No Response,Call,0
A1594,63591,42464,116,Tier 1,Medium,Average,2,Field,Paid,Call,0
A1595,133333,131734,250,Tier 1,Medium,Good,7,Call,Refused,Legal,0
A1596,144821,135665,37,Tier 1,High,Good,6,Call,Refused,Legal,74879
A1597,66395,44132,201,Tier 2,Medium,Average,7,Call,No Response,Call,0
A1598,159695,126781,258,Tier 1,High,Poor,6,Legal,Paid,Legal,0
A1599,183772,169740,222,Tier 1,Medium,Good,6,Legal,Refused,Field,0
A1600,64620,46567,30,Tier 1,Low,Average,4,Call,Refused,Legal,0
A1601,158148,80494,164,Tier 3,Medium,Average,3,Field,Paid,Field,0
A1602,50559,27163,36,Tier 2,High,Average,7,Call,No Response,Call,0
A1603,123396,93188,86,Tier 1,Low,Good,5,Field,Paid,Call,38590
A1604,51732,50941,66,Tier 3,Medium,Average,1,None,Paid,Call,32489
A1605,121362,102745,128,Tier 1,Medium,Poor,4,Call,Promised,Field,24048
A1606,191426,102500,174,Tier 2,High,Poor,3,Call,Promised,Legal,49794
A1607,43843,26072,73,Tier 2,Medium,Good,5,Legal,Refused,Field,20324
A1608,144065,127592,57,Tier 2,Medium,Poor,7,Field,Paid,Call,0
A1609,101726,93661,159,Tier 1,High,Poor,4,Call,No Response,Field,0
A1610,47640,38533,167,Tier 3,High,Average,3,Legal,Refused,Call,0
A1611,82528,67855,165,Tier 2,Medium,Good,1,None,No Response,Legal,0
A1612,68413,35175,160,Tier 3,High,Poor,3,Call,Refused,Call,0
A1613,82638,75553,234,Tier 2,Low,Good,3,Call,Refused,Field,0
A1614,140133,125298,269,Tier 3,Medium,Poor,1,Field,No Response,Call,0
A1615,136357,85839,265,Tier 2,Medium,Average,6,Field,No Response,Call,0
A1616,180159,153916,70,Tier 1,Medium,Good,6,Call,Paid,Field,0
A1617,185576,112723,269,Tier 2,High,Average,4,Call,No Response,Field,0
A1618,168186,87484,171,Tier 3,Medium,Poor,3,Call,No Response,Call,0
A1619,108859,65377,40,Tier 3,Medium,Average,1,Call,No Response,Field,40737
A1620,129657,76408,80,Tier 1,Low,Poor,4,Field,No Response,Call,0
A1621,172047,115077,11,Tier 2,High,Average,1,Call,Refused,Legal,0
A1622,41023,29094,59,Tier 3,Medium,Poor,2,Field,Refused,Field,0
A1623,51447,38804,144,Tier 3,Low,Good,7,Call,Paid,Call,0
A1624,155899,115112,155,Tier 1,Medium,Poor,4,None,No Response,Call,0
A1625,53959,34282,188,Tier 2,Medium,Poor,2,Field,Refused,Call,0
A1626,96203,49504,273,Tier 2,Medium,Average,6,Call,No Response,Call,0
A1627,149156,119705,213,Tier 1,Low,Average,7,Legal,Refused,Field,0
A1628,190775,133136,196,Tier 3,Medium,Average,3,Call,Promised,Call,0
A1629,39337,25542,39,Tier 2,High,Average,7,Field,Promised,Call,0
A1630,76427,71342,68,Tier 2,High,Average,7,None,Promised,Call,0
A1631,91529,79938,18,Tier 3,High,Poor,3,Field,Paid,Field,0
A1632,132023,122633,176,Tier 1,Medium,Average,3,Legal,Refused,Field,0
A1633,114665,85711,288,Tier 3,Low,Good,4,Call,Promised,Field,0
A1634,135787,76782,200,Tier 2,Medium,Average,7,Field,Promised,Legal,0
A1635,192993,163679,251,Tier 3,Medium,Good,5,Call,Refused,Call,0
A1636,63307,38176,287,Tier 2,Low,Average,4,Legal,No Response,Call,0
A1637,188427,135783,163,Tier 1,Low,Average,4,Call,Promised,Legal,108513
A1638,157016,83611,169,Tier 2,Medium,Poor,5,Call,Refused,Call,0
A1639,34835,31792,274,Tier 1,Medium,Average,4,None,Refused,Legal,13852
A1640,50159,28238,244,Tier 2,Low,Average,6,Call,Refused,Call,0
A1641,151790,144435,208,Tier 2,Medium,Good,2,Call,No Response,Field,0
A1642,135616,126409,42,Tier 2,High,Good,5,Field,No Response,Call,0
A1643,199160,145843,98,Tier 2,Low,Average,5,None,Promised,Legal,0
A1644,108752,94851,104,Tier 2,Medium,Poor,7,Field,Paid,Field,0
A1645,85284,69056,230,Tier 3,Medium,Average,2,Call,Paid,Call,0
A1646,87043,78472,78,Tier 2,High,Average,5,Field,No Response,Field,0
A1647,196619,140760,246,Tier 3,Medium,Average,7,Call,Paid,Call,0
A1648,127007,113405,169,Tier 1,Low,Average,5,None,Refused,Call,49415
A1649,112844,82514,285,Tier 3,Low,Good,2,Field,No Response,Call,19451
A1650,57532,55833,299,Tier 1,Medium,Average,1,Field,Promised,Call,0
A1651,195421,145234,51,Tier 2,Low,Good,1,Field,Promised,Field,60477
A1652,152402,111453,75,Tier 2,Medium,Average,6,Field,No Response,Legal,0
A1653,148012,132106,30,Tier 2,Medium,Poor,1,Field,Refused,Field,0
A1654,166785,151905,79,Tier 1,Low,Good,2,Call,Refused,Field,43251
A1655,86178,66981,270,Tier 1,Medium,Average,3,Call,No Response,Field,0
A1656,79407,46842,255,Tier 1,Medium,Poor,4,Call,Promised,Legal,0
A1657,80990,59436,244,Tier 2,Low,Average,7,Call,Refused,Call,0
A1658,159473,156927,281,Tier 1,High,Good,5,Call,Refused,Field,0
A1659,88141,77254,108,Tier 1,High,Average,7,Call,Refused,Call,0
A1660,184865,167410,44,Tier 1,Low,Poor,2,None,Promised,Field,0
A1661,86570,44705,180,Tier 1,Low,Average,4,Call,No Response,Call,0
A1662,198964,146025,119,Tier 3,High,Good,2,None,Refused,Call,63856
A1663,31015,25534,19,Tier 2,Medium,Average,5,None,Promised,Call,0
A1664,91813,84010,211,Tier 3,High,Average,3,Field,No Response,Legal,0
A1665,57712,30277,266,Tier 2,Medium,Poor,2,Call,Promised,Call,0
A1666,130497,120868,271,Tier 3,Medium,Poor,4,Call,Promised,Field,0
A1667,169487,131216,190,Tier 2,High,Average,6,None,No Response,Legal,0
A1668,142816,85497,75,Tier 2,Medium,Average,4,None,Refused,Call,0
A1669,158778,104575,170,Tier 2,Medium,Poor,5,None,Paid,Field,0
A1670,92292,59155,76,Tier 1,Medium,Good,7,None,Refused,Call,0
A1671,53833,41205,109,Tier 2,High,Poor,6,Call,Refused,Field,0
